Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
33410,Saint-Georges,Fusion (commune absorbée),01-03-1973,33290,
33455,Saint-Nazaire,Fusion (commune absorbée),01-03-1973,33378,
34344,Grande-Motte,Création,01-10-1974,34154,
35020,Bazouges-sous-Hédé,Fusion (commune absorbée),01-07-1973,35130,
35036,Brain-sur-Vilaine,Fusion (commune absorbée),01-07-1976,35064,
35043,Broons-sur-Vilaine,Fusion (commune absorbée),01-04-1973,35068,
35064,Chapelle-de-Brain,Fusion (commune absorbante),01-07-1976,35036,
35068,Châteaubourg,Fusion (commune absorbante),01-04-1973,35043,
35068,Châteaubourg,Fusion (commune absorbante),01-04-1973,35298,
35069,Châteaugiron,Fusion (commune absorbante),01-03-1971,35349,
35073,Châtillon-sur-Seiche,Fusion (commune absorbée),01-01-1993,35206,
35074,Chaumeré,Fusion (commune absorbée),01-01-1974,35096,
35096,Domagné,Fusion (commune absorbante),01-01-1974,35074,
35130,Hédé,Fusion (commune absorbante),01-07-1973,35020,
35130,Hédé,Fusion (commune absorbante),01-07-1973,35317,
35130,Hédé,Commune se séparant,01-01-2008,35317,
35206,Noyal-Châtillon-sur-Seiche,Fusion (commune absorbante),01-01-1993,35073,
35298,Saint-Melaine,Fusion (commune absorbée),01-04-1973,35068,
35317,Saint-Symphorien,Fusion (commune absorbée),01-07-1973,35130,
35317,Saint-Symphorien,Rétablissement,01-01-2008,35130,
35349,Veneffles,Fusion (commune absorbée),01-03-1971,35069,
35363,Pont-Péan,Création,01-01-1986,35266,
36039,Chantôme,Fusion (commune absorbée),01-07-1974,36070,
36070,Éguzon-Chantôme,Fusion (commune absorbante),01-07-1974,36039,
37163,Nazelles-Négron,Fusion (commune absorbante),01-07-1971,37164,
37164,Négron,Fusion (commune absorbée),01-07-1971,37163,
38139,Creys-Mépieu,Fusion (commune absorbante),30-09-1989,38227,
38142,Curtin,Fusion (commune absorbée),01-01-1973,38543,
38226,Mens,Fusion (commune absorbante),01-01-1973,38385,
38227,Mépieu,Fusion (commune absorbée),30-09-1989,38139,
38251,Montceau,Fusion (commune absorbée),01-01-1973,38348,
38348,Ruy,Fusion (commune absorbante),01-01-1973,38251,
38385,Saint-Genis,Fusion (commune absorbée),01-01-1973,38226,
38418,Sainte-Marie-du-Mont,Fusion (commune absorbée),01-01-1973,38466,
38418,Sainte-Marie-du-Mont,Rétablissement,01-01-1984,38466,
38466,Saint-Vincent-de-Mercuze-Sainte-Marie-du-Mont,Fusion (commune absorbante),01-01-1973,38418,
38466,Saint-Vincent-de-Mercuze,Commune se séparant,01-01-1984,38418,
38506,Thuellin,Fusion (commune absorbée),01-01-1973,38541,
38541,Veyrins-Thuellin,Fusion (commune absorbante),01-01-1973,38506,
38543,Vézeronce-Curtin,Fusion (commune absorbante),01-01-1973,38142,
38567,Chamrousse,Création,15-02-1989,38422,
38567,Chamrousse,Création,15-02-1989,38478,
38567,Chamrousse,Création,15-02-1989,38529,
39005,Abergement-Saint-Jean,Fusion (commune absorbée),01-01-1976,39385,
39010,Andelot-Morval,Fusion (commune absorbante),01-01-1973,39369,
39012,Antorpe,Fusion (commune absorbée),01-06-1974,25527,
39018,Aromas,Fusion (commune absorbante),01-01-1973,39082,
39022,Asnans-Beauvoisin,Fusion (commune absorbante),01-07-1973,39044,
39044,Beauvoisin,Fusion (commune absorbée),01-07-1973,39022,
39049,Bersaillin,Fusion (commune absorbante),01-01-1973,39067,
39049,Bersaillin,Fusion (commune absorbante),01-01-1973,39580,
39067,Bouchaud,Fusion (commune absorbée),01-01-1973,39049,
39082,Ceffia,Fusion (commune absorbée),01-01-1973,39018,
39086,Cernon,Fusion (commune absorbante),01-01-1973,39578,
39087,Certémery,Fusion (commune absorbée),15-11-1972,39370,
39098,Champagny,Fusion (commune absorbée),01-01-1973,39133,
39125,Chaumont,Fusion (commune absorbée),01-01-1974,39478,
39133,Chaux-Champagny,Fusion (commune absorbante),01-01-1973,39098,
39144,Chevry,Fusion (commune absorbée),01-01-1974,39478,
39152,Cinquétral,Fusion (commune absorbée),01-01-1974,39478,
39181,Crillat,Fusion (commune absorbée),01-01-1973,39493,
39188,Dammartin-Marpain,Fusion (commune absorbante),01-01-1973,39316,
39198,Dole,Fusion (commune absorbante),01-01-1974,39256,
39205,Éclans-Nenon,Fusion (commune absorbante),01-03-1973,39383,
39209,Épy-Lanéria,Fusion (commune absorbante),01-03-1971,39276,
39209,Val-d'Épy,Fusion (commune absorbante),01-01-1973,39433,
39212,Essavilly,Fusion (commune absorbée),01-01-1973,39331,
39231,Fonteny,Fusion (commune absorbée),01-01-1973,39436,
39242,Froidefontaine,Fusion (commune absorbée),01-01-1973,39331,
39256,Goux,Fusion (commune absorbée),01-01-1974,39198,
39258,Grande-Rivière,Fusion (commune absorbante),01-03-1973,39459,
39259,Grange-de-Vaivre,Fusion (commune absorbée),01-01-1973,39439,
39259,Grange-de-Vaivre,Rétablissement,01-03-1987,39439,
39276,Lanéria,Fusion (commune absorbée),01-03-1971,39209,
39302,Louvatange-le-Petit-Mercey,Fusion (commune absorbante),01-01-1973,39414,
39302,Louvatange,Commune se séparant,01-01-1985,39414,
39311,Marangea,Fusion (commune absorbée),03-06-1972,39504,
39316,Marpain,Fusion (commune absorbée),01-01-1973,39188,
39331,Mignovillard,Fusion (commune absorbante),01-01-1973,39212,
39331,Mignovillard,Fusion (commune absorbante),01-01-1973,39242,
39357,Montjouvent,Fusion (commune absorbée),03-06-1972,39504,
39358,Montmalin,Fusion (commune absorbée),01-01-1973,39479,
39367,Morbier,Fusion (commune absorbante),01-01-2007,39524,
39369,Morval,Fusion (commune absorbée),01-01-1973,39010,
39370,Mouchard,Fusion (commune absorbante),15-11-1972,39087,
39374,Moutaine,Fusion (commune absorbée),01-01-1973,39436,
39383,Nenon,Fusion (commune absorbée),01-03-1973,39205,
39384,Nermier,Fusion (commune absorbée),03-06-1972,39504,
39385,Neublans-Abergement,Fusion (commune absorbante),01-01-1976,39005,
39397,Orgelet,Fusion (commune absorbante),01-01-1973,39515,
39410,Perrena,Fusion (commune absorbée),01-01-1973,39424,
39414,Petit-Mercey,Fusion (commune absorbée),01-01-1973,39302,
39414,Petit-Mercey,Rétablissement,01-01-1985,39302,
39424,Planches-en-Montagne,Fusion (commune absorbante),01-01-1973,39410,
39433,Poisoux,Fusion (commune absorbée),01-01-1973,39209,
39436,Pont-d'Héry,Fusion (commune absorbante),01-01-1973,39231,
39436,Pont-d'Héry,Fusion (commune absorbante),01-01-1973,39374,
39439,Port-Lesney-Grange-de-Vaivre,Fusion (commune absorbante),01-01-1973,39259,
39439,Port-Lesney,Commune se séparant,01-03-1987,39259,
39450,Ranchette,Fusion (commune absorbée),01-01-1974,39478,
39459,Rivière-Devant,Fusion (commune absorbée),01-03-1973,39258,
39465,Romange-lès-Vriange,Fusion (commune absorbante),01-01-1973,39584,
39465,Romange,Commune se séparant,01-10-1979,39584,
39478,Saint-Claude,Fusion (commune absorbante),01-01-1974,39125,
39478,Saint-Claude,Fusion (commune absorbante),01-01-1974,39144,
39478,Saint-Claude,Fusion (commune absorbante),01-01-1974,39152,
39478,Saint-Claude,Fusion (commune absorbante),01-01-1974,39450,
39478,Saint-Claude,Fusion (commune absorbante),01-01-1974,39541,
39479,Saint-Cyr-Montmalin,Fusion (commune absorbante),01-01-1973,39358,
39493,Saint-Maurice-Crillat,Fusion (commune absorbante),01-01-1973,39181,
39504,Sarrogna,Fusion (commune absorbante),03-06-1972,39311,
39504,Sarrogna,Fusion (commune absorbante),03-06-1972,39357,
39504,Sarrogna,Fusion (commune absorbante),03-06-1972,39384,
39515,Sézéria,Fusion (commune absorbée),01-01-1973,39397,
39517,Sirod,Fusion (commune absorbante),01-01-1973,39536,
39524,Tancua,Fusion (commune absorbée),01-01-2007,39367,
39536,Treffay,Fusion (commune absorbée),01-01-1973,39517,
39541,Valfin-lès-Saint-Claude,Fusion (commune absorbée),01-01-1974,39478,
39578,Viremont,Fusion (commune absorbée),01-01-1973,39086,
39580,Viseney,Fusion (commune absorbée),01-01-1973,39049,
39584,Vriange,Fusion (commune absorbée),01-01-1973,39465,
39584,Vriange,Rétablissement,01-10-1979,39465,
40227,Pissos,Fusion (commune absorbante),01-02-1971,40241,
40241,Richet,Fusion (commune absorbée),01-02-1971,40227,
41021,Bosse,Fusion (commune absorbée),01-01-1972,41273,
41076,Écoman,Fusion (commune absorbée),01-01-1972,41273,
41149,Montoire-sur-le-Loir,Fusion (commune absorbante),01-01-1973,41227,
41162,Nouan-sur-Loire,Fusion (commune absorbée),01-01-1972,41220,
41220,Saint-Laurent-Nouan,Fusion (commune absorbante),01-01-1972,41162,
41227,Saint-Quentin-lès-Troo,Fusion (commune absorbée),01-01-1973,41149,
41273,Vievy-le-Rayé,Fusion (commune absorbante),01-01-1972,41021,
41273,Vievy-le-Rayé,Fusion (commune absorbante),01-01-1972,41076,
42080,Cula,Fusion (commune absorbée),01-06-1973,42225,
42144,Moingt,Fusion (commune absorbée),01-01-1973,42147,
42147,Montbrison,Fusion (commune absorbante),01-01-1973,42144,
42190,Rochetaillée,Fusion (commune absorbée),01-01-1973,42218,
42218,Saint-Étienne-sur-Loire,Fusion (commune absorbante),18-10-1969,42292,
42218,Saint-Étienne,Fusion (commune absorbante),01-01-1970,42309,
42218,Saint-Étienne,Fusion (commune absorbante),01-01-1973,42190,
42225,Genilac,Fusion (commune absorbante),01-06-1973,42080,
42239,Saint-Jean-Saint-Maurice-sur-Loire,Fusion (commune absorbante),01-04-1974,42263,
42250,Saint-Just-sur-Loire,Fusion (commune absorbée),01-01-1973,42279,
42263,Saint-Maurice-sur-Loire,Fusion (commune absorbée),01-04-1974,42239,
42279,Saint-Just-Saint-Rambert,Fusion (commune absorbante),01-01-1973,42250,
42292,Saint-Victor-sur-Loire,Fusion (commune absorbée),18-10-1969,42218,
42309,Terrenoire,Fusion (commune absorbée),01-01-1970,42218,
43013,Vissac-Auteyrac,Fusion (commune absorbante),01-09-1972,43266,
43132,Mazeyrat-d'Allier,Fusion (commune absorbante),01-01-1973,43161,
43132,Mazeyrat-d'Allier,Fusion (commune absorbante),01-01-1973,43179,
43161,Reilhac,Fusion (commune absorbée),01-01-1973,43132,
43179,Saint-Eble,Fusion (commune absorbée),01-01-1973,43132,
43209,Sainte-Marie-des-Chazes,Fusion (commune absorbée),01-01-1975,43239,
43239,Siaugues-Sainte-Marie,Fusion (commune absorbante),01-01-1975,43209,
43266,Vissac,Fusion (commune absorbée),01-09-1972,43013,
44042,Clion-sur-Mer,Fusion (commune absorbée),01-06-1973,44131,
44131,Pornic,Fusion (commune absorbante),01-06-1973,44042,
44131,Pornic,Fusion (commune absorbante),01-06-1973,44177,
44156,Corcoué-sur-Logne,Fusion (commune absorbante),01-03-1971,44167,
44167,Saint-Jean-de-Corcoué,Fusion (commune absorbée),01-03-1971,44156,
44177,Sainte-Marie,Fusion (commune absorbée),01-06-1973,44131,
45003,Allainville-en-Beauce,Fusion (commune absorbée),01-01-1973,45240,
45007,Arrabloy,Fusion (commune absorbée),01-01-1973,45155,
45025,Bazoches-les-Gallerandes,Fusion (commune absorbante),01-01-1973,45172,
45035,Boiscommun,Fusion (commune absorbante),01-06-1974,45090,
45048,Bouzonville-en-Beauce,Fusion (commune absorbée),01-09-1972,45253,
45065,Césarville,Fusion (commune absorbante),01-01-1973,45128,
45071,Changy,Fusion (commune absorbée),01-01-1971,45332,
45090,Chemault,Fusion (commune absorbée),01-06-1974,45035,
45118,Crottes-en-Pithiverais,Fusion (commune absorbante),01-01-1973,45319,
45128,Dossainville,Fusion (commune absorbée),01-01-1973,45065,
45140,Faronville,Fusion (commune absorbée),01-01-1973,45240,
45155,Gien,Fusion (commune absorbante),01-01-1973,45007,
45160,Greneville-en-Beauce,Fusion (commune absorbante),01-01-1973,45163,
45162,Guigneville,Fusion (commune absorbante),01-01-1973,45304,
45163,Guignonville,Fusion (commune absorbée),01-01-1973,45160,
45172,Izy,Fusion (commune absorbée),01-01-1973,45025,
45240,Outarville,Fusion (commune absorbante),01-01-1973,45003,
45240,Outarville,Fusion (commune absorbante),01-01-1973,45140,
45240,Outarville,Fusion (commune absorbante),01-01-1973,45295,
45240,Outarville,Fusion (commune absorbante),01-01-1973,45318,
45253,Pithiviers-le-Vieil,Fusion (commune absorbante),01-09-1972,45048,
45295,Saint-Péravy-Épreux,Fusion (commune absorbée),01-01-1973,45240,
45304,Sébouville,Fusion (commune absorbée),01-01-1973,45162,
45318,Teillay-le-Gaudin,Fusion (commune absorbée),01-01-1973,45240,
45319,Teillay-Saint-Benoît,Fusion (commune absorbée),01-01-1973,45118,
45332,Varennes-Changy,Fusion (commune absorbante),01-01-1971,45071,
45348,Yèvre-la-Ville,Fusion (commune absorbante),01-06-1973,45349,
45349,Yèvre-le-Châtel,Fusion (commune absorbée),01-06-1973,45348,
47010,Antagnac,Fusion (commune absorbante),01-01-1973,47227,
47010,Antagnac,Commune se séparant,22-03-2001,47227,
47019,Bajamont,Fusion (commune absorbée),01-01-1974,47209,
47019,Bajamont,Rétablissement,24-11-1983,47209,
47033,Boudy-de-Beauregard,Fusion (commune absorbée),04-08-1972,47048,
47033,Boudy-de-Beauregard,Rétablissement,16-04-1979,47048,
47048,Cancon,Fusion (commune absorbante),04-08-1972,47033,
47048,Cancon,Fusion (commune absorbante),04-08-1972,47259,
47048,Cancon,Commune se séparant,16-04-1979,47033,
47048,Cancon,Commune se séparant,16-04-1979,47259,
47058,Caubeyres,Fusion (commune absorbée),01-08-1972,47093,
47058,Caubeyres,Rétablissement,24-11-1983,47093,
47093,Fargues-sur-Ourbise,Fusion (commune absorbante),01-08-1972,47058,
47093,Fargues-sur-Ourbise,Commune se séparant,24-11-1983,47058,
47095,Fauillet,Fusion (commune absorbée),01-01-1973,47310,
47095,Fauillet,Rétablissement,01-10-1987,47310,
47112,Grateloup,Fusion (commune absorbante),01-08-1972,47243,
47116,Gueyze,Fusion (commune absorbée),01-09-1972,47302,
47134,Lannes,Fusion (commune absorbante),14-04-1972,47322,
47149,Lisse,Fusion (commune absorbée),14-04-1972,47221,
47153,Lusignan-Grand,Fusion (commune absorbée),01-01-1971,47246,
47157,Marmande,Fusion (commune absorbante),01-11-1972,47163,
47157,Marmande,Commune se séparant,03-02-2003,47163,
47163,Mauvezin-sur-Gupie,Fusion (commune absorbée),01-11-1972,47157,
47163,Mauvezin-sur-Gupie,Rétablissement,03-02-2003,47157,
47166,Meylan,Fusion (commune absorbée),01-09-1972,47302,
47206,Pinel-Hauterive,Fusion (commune absorbante),03-08-1972,47268,
47209,Pont-du-Casse,Fusion (commune absorbante),01-01-1974,47019,
47209,Pont-du-Casse,Commune se séparant,24-11-1983,47019,
47221,Réaup,Fusion (commune absorbante),14-04-1972,47149,
47223,Rives,Fusion (commune absorbée),04-08-1972,47324,
47223,Rives,Rétablissement,01-01-1983,47324,
47227,Ruffiac,Fusion (commune absorbée),01-01-1973,47010,
47227,Ruffiac,Rétablissement,22-03-2001,47010,
47243,Saint-Gayrand,Fusion (commune absorbée),01-08-1972,47112,
47246,Saint-Hilaire-de-Lusignan,Fusion (commune absorbante),01-01-1971,47153,
47259,Saint-Maurice-de-Lestapel,Fusion (commune absorbée),04-08-1972,47048,
47259,Saint-Maurice-de-Lestapel,Rétablissement,16-04-1979,47048,
47268,Saint-Pierre-de-Caubel,Fusion (commune absorbée),03-08-1972,47206,
47302,Sos,Fusion (commune absorbante),01-09-1972,47116,
47302,Sos,Fusion (commune absorbante),01-09-1972,47166,
47310,Tonneins,Fusion (commune absorbante),01-01-1973,47095,
47310,Tonneins,Commune se séparant,01-10-1987,47095,
47322,Villeneuve-de-Mézin,Fusion (commune absorbée),14-04-1972,47134,
47324,Villeréal,Fusion (commune absorbante),04-08-1972,47223,
47324,Villeréal,Commune se séparant,01-01-1983,47223,
48006,Arcomie,Fusion (commune absorbée),01-01-1973,48012,
48011,Auxillac,Fusion (commune absorbée),01-01-1973,48034,
48012,Monts-Verts,Fusion (commune absorbante),01-01-1973,48006,
48012,Monts-Verts,Fusion (commune absorbante),01-01-1973,48024,
48024,Berc,Fusion (commune absorbée),01-01-1973,48012,
48034,Canourgue,Fusion (commune absorbante),01-01-1973,48011,
48034,Canourgue,Fusion (commune absorbante),01-01-1973,48035,
48034,Canourgue,Fusion (commune absorbante),01-01-1973,48102,
48035,Capelle,Fusion (commune absorbée),01-01-1973,48034,
48039,Chanac,Fusion (commune absorbante),01-07-1973,48196,
48074,Hures-la-Parade,Fusion (commune absorbante),15-02-1971,48109,
48099,Monastier-Pin-Moriès,Fusion (commune absorbante),01-03-1974,48113,
48102,Montjézieu,Fusion (commune absorbée),01-01-1973,48034,
